squirrel_id,trapping_id,year,vial_number,poop_id,poop_time,comments,problem_duplicate
19859,130587,2015,1,I2305,935,PV I2305; PT 935. BLOOD TAKEN,FALSE
21974,130708,2015,1,I2306,1037,REL PV I2306; PT 1037h,FALSE
20267,130582,2015,1,I2307,940,REL. PV I2307; PT 940h,FALSE
20750,130975,2015,1,I2308,1019,AXYNEW AC; PV I2308; PT 1019h,FALSE
21948,130566,2015,1,I2309,935,PV I2309; PT 935h,FALSE
21276,131007,2015,1,I2310,1003,PV I2310; PT 1003h,FALSE
20046,130689,2015,1,I2319,910,REL PV I2319; PT 910h,FALSE
20827,130489,2015,1,I2320,844,PV I2320; PT 844h. TOOK BLOOD/HAIR SAMPLES,FALSE
12348,130543,2015,1,I2321,852,REL; PV I2321; PT 0852h,FALSE
21961,130572,2015,1,I2322,1011,PV I2322; PT 1011h,FALSE
20421,130276,2015,1,I2324,1148,PV I2324; PT 1148h,FALSE
20917,130392,2015,1,I2329,950,Rel; PV I2329; PT 950h,FALSE
20797,130303,2015,1,I2330,940,PV I2330; PT 0940h,FALSE
21951,130569,2015,1,I2333,946,PV I2333; PT 946h,FALSE
20421,130685,2015,1,I2336,1047,PV I2336; PT 1047,FALSE
21974,131253,2015,1,I2337,1118,REL PV I2337; PT 1118,FALSE
21665,130671,2015,1,I2338,848,PV I2338; PT 848h,FALSE
13293,130791,2015,1,I2339,939,PV I2339; PT 939,FALSE
20220,130950,2015,1,I2340,908,PV I2340; PT 908h,FALSE
19912,130795,2015,1,I2341,855,PV I2341; PT 855 - BLOOD ALSO,FALSE
19884,130444,2015,1,I2346,1145,REL PV I2346; PT 1145h,FALSE
21415,129817,2015,1,I2347,1050,PV I2347; PT 1050h,FALSE
12651,130462,2015,1,I2348,855,REL; PV I2348; PT 0855h,FALSE
20488,130581,2015,1,I2349,933,REL. PV I2349; PT 933h,FALSE
13012,130881,2015,1,I2350,838,PV I2350; PT 838h,FALSE
21332,131009,2015,1,I2351,1002,Rel; PV I2351; PT 1002h,FALSE
19886,130471,2015,1,I2354,908,REL; PV I2354; PT 0908h,FALSE
21970,130715,2015,1,I2355,907,REL NIIF PV I2355; PT 907h; FRZ 1128h,FALSE
21969,130570,2015,1,I2356,953,PV I2356; PT 953h,FALSE
21414,130485,2015,1,I2360,830,PV I2360; PT 830h. TOOK BLOOD/HAIR SAMPLES,FALSE
13061,131411,2015,1,I2361,1213,PV I2361; PT 1213h,FALSE
20286,130139,2015,1,I2363,1418,PV I2363; PT 1418h. REL,FALSE
19280,130558,2015,1,I2366,842,REL; PV I2366; PT 0842h,FALSE
13243,130890,2015,1,I2370,1007,Rel; PV I2370; PT 1007h,FALSE
10383,130131,2015,1,I2371,953,PV I2371; PT 953h,FALSE
21980,130741,2015,1,I2373,942,REL PV I2373; PT 942h,FALSE
12318,130133,2015,1,I2374,1436,PV I2374; PT 1436h,FALSE
20902,130145,2015,1,I2376,1546,PV I2376; PT 1546,FALSE
20766,130143,2015,1,I2378,939,PV I2378; PT 939h,FALSE
20729,130972,2015,1,I2379,1014,Rel; PV I2379; PT 1014h,FALSE
20688,130621,2015,1,I2380,909,PV I2380; PT 909h,FALSE
20881,130996,2015,1,I2381,823,PV I2381; PT 823h,FALSE
19718,130443,2015,1,I2383,922,REL PV I2383; PT 0922h,FALSE
21414,130147,2015,1,I2384,1407,PV I2384; PT 1407h,FALSE
21980,130573,2015,1,I2386,1017,PV I2386; PT 1017h,FALSE
19912,130137,2015,1,I2388,1048,PV I2388; PT 1048h,FALSE
11729,131390,2015,1,I2392,913,DIGITS SWOLLEN.REL. PV I2392; PT 913h. TOOK HAIR,FALSE
20445,130298,2015,1,I2394,1000,PV I2394; PT 1000h,FALSE
20902,130800,2015,1,I2395,1005,PV I2395; PT 1005; TOOK BLOOD SAMPLE,FALSE
21969,130643,2015,1,I2397,1045,REL PV I2397; PT 1045h,FALSE
20729,129717,2015,1,I2398,852,REL PV I2398; PT 0852h,FALSE
12819,130484,2015,1,I2399,751,REL. PV I2399; PT 751h. TOOK BLOOD AND HAIR SAMP,FALSE
20046,130678,2015,1,I2400,919,REL PV I2400; PT 919h,FALSE
21970,131299,2015,1,I2402,949,PV I2402; PT 949h,FALSE
20829,130681,2015,1,I2403,1208,REL PV I2403; PT 1208h,FALSE
12678,130871,2015,1,I2405,925,Rel; PV I2405; PT 925h,FALSE
21199,130627,2015,1,I2406,1014,PV I2406; PT 1014h,FALSE
21935,131524,2015,1,I2407,1152,REL PV I2407; PT 1152h,FALSE
20820,130486,2015,1,I2408,855,PV I2408; PT 855h. TOOK BLOOD/HAIR SAMPLES,FALSE
20829,130749,2015,1,I2410,1021,PV I2410; PT 1021h,FALSE
20820,130578,2015,1,I2416,910,PV I2416; PT 910,FALSE
20255,130295,2015,1,I2418,1600,PV I2418; PT 1600h,FALSE
13258,130893,2015,1,I2420,838,Rel; PV I2420; PT 838h,FALSE
12318,130737,2015,1,I2421,858,REL PV I2421; PT 858h,FALSE
20488,130790,2015,1,I2422,916,PV I2422; PT 916h REL,FALSE
11998,130750,2015,1,I2425,719,PV I2425; PT 719h,FALSE
19880,130287,2015,1,I2427,828,REL PV I2427; PT 0828,FALSE
21935,131255,2015,1,I2428,1117,PV I2428; PT 1117h,FALSE
21969,130684,2015,1,I2429,1208,REL PV I2429; PT 1208h,FALSE
20997,131002,2015,1,I2432,943,PV I2432; PT 943h,FALSE
21970,130742,2015,1,I2433,1053,PV I2433; PT 1053h,FALSE
19243,130906,2015,1,I2434,825,Rel; PV I2434; PT 825h,FALSE
20525,130959,2015,1,I2435,1104,Rel; PV I2435; PT 1104h,FALSE
12646,130862,2015,1,I2437,953,Rel; PV I2437; PT 953h,FALSE
21097,130670,2015,1,I2438,823,PV I2438; PT 823h,FALSE
20871,130307,2015,1,I2441,835,REL PV I2441; PT 0835h,FALSE
20917,130446,2015,1,I2442,859,REL PV I2442; PT 0859h,FALSE
10383,130583,2015,1,I2444,948,REL; PV I2444; PT 948h,FALSE
11875,130095,2015,1,I2445,953,PV I2445; PT 953; FRZ 1200,FALSE
13179,130279,2015,1,I2446,945,PV I2446; PT 0945h,FALSE
21473,129790,2015,1,I2528,840,PV I2528 PT 8:40,FALSE
20193,130292,2015,1,I2566,1048,PV I2566; PT 1048h,FALSE
21959,131254,2015,1,I2567,938,PV I2567; PT 938h,FALSE
19531,130034,2015,1,I2568,1121,ESC hole in trapping bag. PV I2568; PT 1121,FALSE
20525,130299,2015,1,I2569,955,REL PV I2569; PT 0955h,FALSE
21333,130075,2015,1,I2570,849,REL PV I2570; PT 0849h,FALSE
21487,131018,2015,1,I2571,838,PV I2571; PT 838h,FALSE
12788,130182,2015,1,I2572,2000,PV I2572; PT 2000h,FALSE
20751,130434,2015,1,I2573,1030,PV I2573; PT 1030. Also: HAIR taken,FALSE
19884,130063,2015,1,I2575,1000,PV I2575; PT 1000h; FRZ 1250h 13/6,FALSE
11049,131395,2015,1,I2576,940,PV I2576; PT 940h,FALSE
11737,129922,2015,1,I2577,2056,PV I2577; PT 2056h,FALSE
12318,130679,2015,1,I2578,957,REL PV I2578; PT 957h,FALSE
12210,130355,2015,1,I2579,956,Rel; PV I2579; PT 956h,FALSE
20829,130692,2015,1,I2580,1017,REL PV I2580; PT 1017h,FALSE
20046,130739,2015,1,I2581,914,REL PV I2581; PT 914h,FALSE
19875,130115,2015,1,I2583,909,PV I2583; PT 909h,FALSE
19718,130062,2015,1,I2584,953,REL PV I2584; PT 0953h; FRZ 1250h 13/6,FALSE
20804,130015,2015,1,I2585,1022,PV I2585; PT 1022h,FALSE
20967,130203,2015,1,I2586,1528,PV I2586; PT 1528h,FALSE
20881,130201,2015,1,I2587,316,PV I2587; PT 316h,FALSE
20942,129763,2015,1,I2590,857,PV I2590; PT 857h,FALSE
21975,130093,2015,1,I2591,904,PV I2591; PT 904h; left ear tag ripped out,FALSE
20415,129929,2015,1,I2592,2018,PV I2592; PT 2018h,FALSE
21980,130456,2015,1,I2594,910,PV I2594; PT 910h,FALSE
21389,129797,2015,1,I2595,909,PV I2595; PT 0909h,FALSE
12348,130633,2015,1,I2596,847,REL; PV I2596; PT 0847h,FALSE
12357,129820,2015,1,I2598,1009,PV I2598; PT 1009h,FALSE
12367,129546,2015,1,I2601,1016,PV I2601; PT 1016h,FALSE
12678,130361,2015,1,I2602,923,PV I2602; PT 923h,FALSE
20923,130159,2015,1,I2604,926,Rel; PV I2604; PT 926h,FALSE
21159,129434,2015,1,I2605,2124,PV I2605; PT 2124,FALSE
21863,129328,2015,1,I2606,1014,PV I2606; PT 1014h,FALSE
21695,129785,2015,1,I2607,1030,NOT HANDLING DEATH-EUTHENIZED.PV I2607; PT 1030h,FALSE
20916,130153,2015,1,I2608,955,PV I2608; PT 955h,FALSE
20917,130066,2015,1,I2609,932,REL PV I2609; PT 0932; FRZ 1250h 13/6,FALSE
11957,129650,2015,1,I2611,2043,PV I2611; PT 2043,FALSE
13179,129463,2015,1,I2612,1152,REL PV I2612; PT 1152h,FALSE
19531,132215,2016,1,I2613,1112,PV I2613; PT 1112h,FALSE
12018,130055,2015,1,I2614,920,REL PV I2614; PT 0920h,FALSE
19769,130369,2015,1,I2616,923,PV I2616; PT 923h,FALSE
20537,129414,2015,1,I2617,846,PV I2617; PT 0846h,FALSE
20749,130048,2015,1,I2619,1007,PV I2619; PT 1007,FALSE
10995,129869,2015,1,I2620,858,PV I2620; PT 0858h,FALSE
12697,130040,2015,1,I2623,1018,PV I2623; PT 1018,FALSE
19809,129410,2015,1,I2624,856,PV I2624; PT 0856h,FALSE
21953,131401,2015,1,I2626,824,REL PV I2626; PT 824h,FALSE
20836,129721,2015,1,I2627,1019,REL PV I2627; PT 1019h,FALSE
19880,129466,2015,1,I2629,825,REL PV I2629; PT 0825h,FALSE
21004,130204,2015,1,I2630,836,PV I2630; PT 836h,FALSE
21492,129560,2015,1,I2631,850,PV I2631; PT 850,FALSE
21332,130400,2015,1,I2633,946,PV I2633; PT 946h,FALSE
19280,130540,2015,1,I2634,1100,PV I2634; PT 1100h,FALSE
19589,130083,2015,1,I2635,1524,PV I2635; PT 1524h,FALSE
13114,129390,2015,1,I2636,2113,PV I2636; PT 2113h,FALSE
20836,129470,2015,1,I2637,1221,REL PV I2637; PT 1221h,FALSE
20766,132227,2016,1,I2638,1315,PV I2638; PT 1315h,FALSE
19886,130936,2015,1,I2639,1003,Rel; PV I2639; PT 1003h,FALSE
21895,130080,2015,1,I2642,1437,PV I2642; PT 1437h,FALSE
21216,129739,2015,1,I2643,947,REL PV I2643; PT 0947h,FALSE
19275,129925,2015,1,I2644,2046,PV I2644; PT 2046h,FALSE
21281,130418,2015,1,I2645,840,PV I2645; PT 840h,FALSE
21959,130535,2015,1,I2646,848,PV I2646; PT 848h,FALSE
13293,130134,2015,1,I2647,1501,PV I2647; PT 1501,FALSE
21795,129959,2015,1,I2648,906,PV I2648; PT 906h,FALSE
20370,130088,2015,1,I2649,1603,PV I2649; PT1603; FRZ 1700,FALSE
22031,132509,2016,1,I2650,1311,PV I2650; PT 1311h,FALSE
21965,129333,2015,1,I2652,1139,PV I2652; PT 1139h,FALSE
20300,129972,2015,1,I2653,951,PV I2653; PT 951h,FALSE
21046,130396,2015,1,I2654,941,Rel; PV I2654; PT 941h,FALSE
21959,130538,2015,1,I2656,846,PV I2656; PT 846h,FALSE
20388,129842,2015,1,I2657,915,PV I2657 PT 9:15,FALSE
13134,129939,2015,1,I2658,1003,PV I2658; PT 1003h,FALSE
13203,129791,2015,1,I2659,835,PV I2659 PT 8:35,FALSE
21816,129320,2015,1,I2660,942,PV I2660; PT 942h,FALSE
11863,129319,2015,1,I2663,927,PV I2663; PT 927h,FALSE
20827,130536,2015,1,I2664,857,PV I2664; PT 857h,FALSE
12827,130058,2015,1,I2665,930,PV I2665; PT 0930h; FRZ 1251h 13/6,FALSE
12613,129438,2015,1,I2666,832,PV I2666; PT 0832h; NIIF FRZ 1205h,FALSE
11875,129508,2015,1,I2669,928,PV I2669; PT 928h,FALSE
20566,130089,2015,1,I2670,1646,PV I2670; PT 1646; FRZ 1700,FALSE
20760,130084,2015,1,I2673,1537,PV I2673; PT 1537h,FALSE
20871,129881,2015,1,I2674,922,REL PV I2674; PT 0922h,FALSE
20267,130043,2015,1,I2675,1058,PV I2675; PT 1058h,FALSE
19880,129874,2015,1,I2676,848,REL PV I2676; PT 0848h,FALSE
19983,129831,2015,1,I2677,930,PV I2677; PT 0930h,FALSE
11049,130038,2015,1,I2678,905,PV I2678; PT 905h,FALSE
21896,130052,2015,1,I2679,1020,PV I2679; PT 1020h,FALSE
13229,129281,2015,1,I2680,928,PV I2680; PT 928h,FALSE
19912,130687,2015,1,I2681,1141,PV I2681; PT 1141,FALSE
21546,130209,2015,1,I2682,1601,PV I2682; PT 1601h,FALSE
20046,129970,2015,1,I2684,935,PV I2684; PT 935h,FALSE
19255,129543,2015,1,I2685,913,PV I2685; PT 913h,FALSE
20352,130191,2015,1,I2688,910,PV I2688; PT 910h,FALSE
20525,129709,2015,1,I2690,950,REL PV I2690; PT 0950h,FALSE
20871,130541,2015,1,I2691,1125,PV I2691; PT 1125h,FALSE
11729,129553,2015,1,I2692,1111,PV I2692; PT 1111h,FALSE
20920,130071,2015,1,I2693,935,PV I2693; PT 0935h; FRZ 1250h 13/6,FALSE
21397,129819,2015,1,I2694,1009,PV I2694; PT 1009h,FALSE
21948,130740,2015,1,I2695,924,REL PV I2695; PT 924h,FALSE
20871,129475,2015,1,I2697,1049,REL PV I2697; PT 1049h,FALSE
20655,129974,2015,1,I2698,951,PV I2698; PT 951h,FALSE
12018,129684,2015,1,I2699,926,PV I2699; PT 0926h,FALSE
13048,130365,2015,1,I2700,859,PV I2700; PT 859h,FALSE
11943,130108,2015,1,I2701,924,PV I2701; PT 924h,FALSE
20778,129930,2015,1,I2703,858,PV I2703; PT 0858h; FRZ 1915h,FALSE
20918,130070,2015,1,I2704,915,REL PV I2704; PT 0915h,FALSE
21297,130208,2015,1,I2705,836,PV I2705; PT 836h,FALSE
21516,129451,2015,1,I2707,1000,euthanized for brain samples. PV I2707 PT10:00,FALSE
20829,129623,2015,1,I2708,924,PV I2708; PT 924h,FALSE
21962,129250,2015,1,I2709,1356,PV I2709; PT 1356h,FALSE
19742,129664,2015,1,I2710,917,PV I2710; PT 917h,FALSE
21959,130717,2015,1,I2711,1108,REL NIIF PV I2711; PT 1108h; FRZ 1128h,FALSE
21959,130574,2015,1,I2712,1125,PV I2712; PT 1125h,FALSE
12513,129830,2015,1,I2713,857,PV I2713; PT 0857h,FALSE
21333,129743,2015,1,I2714,917,REL PV I2714; PT 0917h,FALSE
19871,129642,2015,1,I2715,905,PVI2715 PT 9:05,FALSE
19912,130590,2015,1,I2716,908,PV I2716; PT 908,FALSE
12586,130180,2015,1,I2718,1539,PV I2718; PT 1539h,FALSE
20778,130384,2015,1,I2719,929,Rel; PV I2719; PT 929h,FALSE
19718,130367,2015,1,I2721,916,PV I2721; PT 916h,FALSE
20995,129883,2015,1,I2723,1003,PV I2723; PT 1003h,FALSE
20871,129474,2015,1,I2724,1235,REL PV I2724; PT 1235h,FALSE
20827,130100,2015,1,I2725,902,PVI2725; PT 902; FRZ1200,FALSE
21240,129371,2015,1,I2726,905,"PV I2726; PT 905h 
blood collected",FALSE
13097,129657,2015,1,I2728,901,PV I2728; PT 901h,FALSE
13129,130112,2015,1,I2729,854,PV I2729; PT 854h,FALSE
21551,129452,2015,1,I2731,1026,NOT handling death; euthanized. PV I2731; PT1026,FALSE
20796,129861,2015,1,I2732,853,PV I2732; PT 853h,FALSE
13203,129621,2015,1,I2735,843,PV I2735; PT 843h. BLED,FALSE
19601,129759,2015,1,I2736,1003,PV I2736; PT 1003h,FALSE
11979,130109,2015,1,I2738,903,PV I2738; PT 903h,FALSE
20232,130189,2015,1,I2740,1550,PV I2740; PT 1550h,FALSE
12432,129430,2015,1,I2741,2133,PV I2741; PT 2133,FALSE
20919,131838,2015,1,I2742,915,PV I2742; PT 0915h,FALSE
20360,130677,2015,1,I2743,901,REL PV I2743; PT 901h,FALSE
20917,129729,2015,1,I2744,1048,REL PV I2744; PT 1048h,FALSE
13048,129694,2015,1,I2748,948,REL PV I2748; PT 0948h,FALSE
21364,129362,2015,1,I2801,924,PV I2801; PT 924h,FALSE
12697,129538,2015,1,I2803,1100,PV I2803 PT 11:00,FALSE
12353,129614,2015,1,I2805,900,PV I2805; PT 0900h,FALSE
19713,129701,2015,1,I2806,910,REL PV I2806; PT 0910h,FALSE
20829,132319,2016,1,I2807,1345,PV I2807; PT 1345h; Old clrs left in,FALSE
12605,129226,2015,1,I2808,1131,PV I2808; PT 1131h; NIIF,FALSE
21692,129376,2015,1,I2809,911,PV I2809; PT 911h,FALSE
19666,129459,2015,1,I2810,1125,PV I2810; PT 1125h,FALSE
19553,132389,2016,1,I2812,1545,PV I2812; PT 1545h,FALSE
20525,130963,2015,1,I2813,951,Rel; PV I2813; PT 951h,FALSE
12347,130419,2015,1,I2814,1000,REL; PV I2814; PT 1000h,FALSE
20417,132304,2016,1,I2815,1255,PV I2815; PT 1255h; No weight,FALSE
20822,129631,2015,1,I2816,1146,PV I2816; PT 1146h,FALSE
11049,129561,2015,1,I2817,901,PV I2817; PT 901h,FALSE
21036,129936,2015,1,I2819,949,PV I2819; PT 949h,FALSE
21810,129911,2015,1,I282,1100,PV I282 PT 11:00. EUTHANIZED,FALSE
11737,128695,2015,1,I2820,939,PV I2820; PT 9:39,FALSE
21963,129286,2015,1,I2821,1233,PV I2821; PT 1233h,FALSE
21948,131606,2015,1,I2822,1043,PV I2822; PT 1043h,FALSE
12613,130057,2015,1,I2823,956,REL PV I2823; PT 0956h; FRZ 1250h 13/6,FALSE
21100,130314,2015,1,I2824,1010,PV I2824; PT 1010h,FALSE
21517,129331,2015,1,I2825,1107,"PV I2825; PT 1107h. NOT A TRAP DEATH, EUTHENIZED",FALSE
21695,129300,2015,1,I2826,1030,PV I2826; PT 1030h,FALSE
20751,129324,2015,1,I2827,848,PV I2827; PT 848h,FALSE
21932,128854,2015,1,I2829,838,"PV I2829 PT 08:38
NOTE: FORGOT TO TAKE DNA",FALSE
20945,131993,2015,1,I2830,1156,PV I2830 1156 NIIF; FMR initial,FALSE
11576,130694,2015,1,I2832,824,PV I2832; PT 824h,FALSE
21895,129644,2015,1,I2835,1036,PV I2835; PT 1036h,FALSE
20289,129522,2015,1,I2836,959,"PV I2836; PT 959h
RHF shaved",FALSE
20353,130192,2015,1,I2837,915,PV I2837; PT 915h,FALSE
21970,130431,2015,1,I2838,1205,PV I2838; PT 1205h,FALSE
19702,129196,2015,1,I2839,845,PV I2839; PT 0845h; FRZ 1330h NIIF,FALSE
20602,129630,2015,1,I2840,1137,PV I2840; PT 1137h,FALSE
11256,130351,2015,1,I2841,932,Rel; PV I2841; PT 932,FALSE
20220,129833,2015,1,I2842,934,PV I2842; PT 0934h,FALSE
12018,130149,2015,1,I2843,907,Rel; PV I2843; PT 907h,FALSE
20182,129228,2015,1,I2844,1041,PV I2844; PT 1041h; NIIF,FALSE
12651,129440,2015,1,I2845,943,PV I2845; PT 0943h,FALSE
21894,129211,2015,1,I2846,1040,PV I2846; PT 1040h,FALSE
12427,129793,2015,1,I2847,1030,PV I2847; PT 1030h,FALSE
11729,129184,2015,1,I2848,1056,PV I2848; PT 1056h,FALSE
12018,129923,2015,1,I2850,947,PV I2850; PT 0947h,FALSE
13061,129144,2015,1,I2851,839,PV I2851; PT 839h,FALSE
12210,129408,2015,1,I2852,821,PV I2852; PT 0821h,FALSE
13487,150663,2016,1,I2855,1555,PV I2855; PT 1555; axy new,FALSE
20751,129223,2015,1,I2857,839,PV I2857; PT 839h,FALSE
20904,150668,2016,1,I2858,1526,PV I2858; PT 1526; axy new,FALSE
12191,129429,2015,1,I2860,2115,PV I2860; PT 2115h,FALSE
13271,126282,2015,1,I2861,1448,PV I2861; PT 1448h,FALSE
20952,128859,2015,1,I2862,1023,PV I2862; PT 1023,FALSE
21272,129435,2015,1,I2863,900,PV I2863; PT 900h,FALSE
20766,130731,2015,1,I2864,914,PV I2864; PT 914,FALSE
20752,129285,2015,1,I2866,1214,PV I2866; PT 1214h,FALSE
20820,130049,2015,1,I2867,1138,PV I2867; PT 1138h,FALSE
12257,129187,2015,1,I2868,1017,PV I2868; PT 1017h,FALSE
20654,129316,2015,1,I2870,853,PV I2870; PT 853h,FALSE
20634,130375,2015,1,I2871,951,Rel; PV I2871; PT 951h,FALSE
21948,128938,2015,1,I2873,907,PV I2873; PT 907h,FALSE
19795,129619,2015,1,I2875,848,PV I2875; PT 0848h,FALSE
12700,129242,2015,1,I2876,902,PV I2876; PT 902h,FALSE
13401,129526,2015,1,I2878,930,PV I2878; PT 0930h; NIIF,FALSE
19411,129321,2015,1,I2881,950,PV I2881; PT 950h,FALSE
12926,130021,2015,1,I2883,852,PV I2883; PT 0852h; REL,FALSE
20927,129206,2015,1,I2884,1130,PV I2884; PT 1130h,FALSE
12939,128836,2015,1,I2885,858,PV I2885; PT 8:58; FRZ 16:21,FALSE
20843,129934,2015,1,I2886,916,PV I2886; PT 916h,FALSE
19280,130024,2015,1,I2888,927,PV I2888; PT 0927h; REL,FALSE
12606,129190,2015,1,I2890,931,PV I2890; PT 0931h,FALSE
21627,129516,2015,1,I2891,831,NOT handling death;euthanized. PV I2891 PT831,FALSE
20834,129317,2015,1,I2892,902,PV I2892; PT 902h,FALSE
12651,130119,2015,1,I2895,905,REL; PV I2895; PT 0905h,FALSE
20997,129479,2015,1,I2896,1007,PV I2896; PT 1007h,FALSE
20778,130386,2015,1,I2899,908,Rel; PV I2899; PT 908h,FALSE
20752,129149,2015,1,I2902,938,PV I2902; PT 938h,FALSE
20244,129533,2015,1,I2904,935,PV I2904 PT 935,FALSE
12586,132337,2016,1,I2905,1340,PV I2905; PT 1340h,FALSE
21036,129180,2015,1,I2906,907,PV I2906; PT 907h,FALSE
11963,129428,2015,1,I2907,916,PV I2907; PT 916h,FALSE
19280,129527,2015,1,I2908,950,PV I2908; PT 0950h; NIIF,FALSE
20729,130379,2015,1,I2909,956,PV I2909; PT 956h,FALSE
21553,129288,2015,1,I2910,903,PV I2910; PT 903h; TRAPPED FOR BRAIN EXTRACTION,FALSE
20938,129670,2015,1,I2911,945,PV I2911; PT 945h,FALSE
13427,128972,2015,1,I2912,1016,PV I2912; PT 1016h,FALSE
20865,129472,2015,1,I2913,1228,PV I2913; PT 1228h,FALSE
19334,129496,2015,1,I2915,2030,PV I2915; PT 2030H,FALSE
12536,130423,2015,1,I2917,906,REL: PV I2917; PT 0906h,FALSE
20046,129186,2015,1,I2918,1135,PV I2918; PT 1135h,FALSE
21941,132500,2016,1,I2919,1200,PV I2919; PT 1200h; Tags are in wrong,FALSE
13208,128969,2015,1,I2920,918,PV I2920; PT 918h,FALSE
20820,129367,2015,1,I2921,850,PV I2921; PT 850h,FALSE
20665,129787,2015,1,I2922,950,PV I2922 PT 9:50,FALSE
21940,128915,2015,1,I2924,900,PVI2924 PT 09:00,FALSE
13427,129501,2015,1,I2926,1020,NO VIS NIPPLES. PV I2926 PT 1020,FALSE
20871,129728,2015,1,I2927,832,REL PV I2927; PT 0832h,FALSE
13205,129536,2015,1,I2928,1140,ESC PV I2928 PT 11:40,FALSE
12177,130019,2015,1,I2929,947,PV I2929; PT 0947h; REL,FALSE
13203,129181,2015,1,I2930,920,PV I2930; PT 920h,FALSE
12697,129090,2015,1,I2932,1014,PV I2932; PT 1014h,FALSE
13290,128730,2015,1,I2933,953,PV I2933; PT 953h,FALSE
21919,129378,2015,1,I2934,933,PV I2934; PT 933h,FALSE
13259,130897,2015,1,I2935,913,PV I2935; PT 913h,FALSE
19347,128959,2015,1,I2936,921,PV I2936; PT 9:21,FALSE
13257,128964,2015,1,I2937,1026,PV I2937; PT 10:26,FALSE
21696,129912,2015,1,I2938,1204,PV I2938 PT 1204. EUTHANIZED,FALSE
20148,129547,2015,1,I2940,1029,PV I2940; PT 1029h,FALSE
21350,129744,2015,1,I2941,906,REL PV I2941; PT 0906h,FALSE
13295,129634,2015,1,I2943,820,PV I2943; PT 820h,FALSE
20770,129638,2015,1,I2945,1005,PV I2945; PT 1005h,FALSE
21371,129641,2015,1,I2946,1013,PV I2946; PT 1013h,FALSE
20751,129624,2015,1,I2947,939,PV I2947; PT 939h. REL,FALSE
12926,129525,2015,1,I2949,911,PV I2949; PT 0911h; NIIF,FALSE
13290,132288,2016,1,I2950,1205,"PV I2950; PT 1205h
",FALSE
20864,130624,2015,1,I2951,1045,PV I2951; PT 1045h,FALSE
11946,129427,2015,1,I2952,2042,PV I2952; PT 2042,FALSE
21690,129209,2015,1,I2954,835,PV I2954; PT 835h,FALSE
11534,130177,2015,1,I2955,825,PV I2955; PT 825h,FALSE
11965,129789,2015,1,I2956,950,PV I2956 PT 9:50 ESC BEFORE I CLD REMOVE COLLAR,FALSE
21332,130401,2015,1,I2957,1016,Rel; PV I2957; PT 1016h,FALSE
21396,129676,2015,1,I2962,2056,PV I2962; PT 2056h,FALSE
19815,130774,2015,1,I2963,931,PV I2963; PT 0931h,FALSE
11576,129489,2015,1,I2965,2011,PV I2965; PT 2011h,FALSE
20360,130690,2015,1,I2966,932,REL PV I2966; PT 932h,FALSE
21736,129914,2015,1,I2967,959,EUTHANIZED. PV I2967 PT959,FALSE
21868,130210,2015,1,I2968,847,PV I2968; PT 847h,FALSE
20759,129556,2015,1,I2969,1135,PV I2969; PT 1135h,FALSE
19718,130151,2015,1,I2970,945,PV I2970; PT 945h,FALSE
19713,129871,2015,1,I2971,956,REL PV I2971; PT 0956h,FALSE
20995,129418,2015,1,I2972,938,PV I2972; PT 0938h,FALSE
19421,129788,2015,1,I2973,855,PV I2973 PT 8:55,FALSE
11803,129937,2015,1,I2974,1031,PV I2974; PT 1031h,FALSE
19654,130366,2015,1,I2975,1035,PV I2975; PT 1035h,FALSE
13412,129659,2015,1,I2976,2027,PV I2976; PT 2027h,FALSE
20997,129419,2015,1,I2977,930,PV I2977; PT 0930h,FALSE
13179,130886,2015,1,I2979,939,Rel; PV I2979; PT 939h,FALSE
20839,130200,2015,1,I2980,2012,PV I2980; PT 2012h,FALSE
13134,129431,2015,1,I2981,946,PV I2981; PT 946h,FALSE
19880,129197,2015,1,I2983,857,PV I2983; PT 0857h; FRZ 1330h NIIF,FALSE
20389,129647,2015,1,I2984,835,PV I2984 PT8:35,FALSE
13438,129660,2015,1,I2985,936,PV I2985; PT 936h,FALSE
20155,129667,2015,1,I2986,2026,PV I2986; PT 2026,FALSE
20751,129247,2015,1,I2987,1045,PV I2987; PT 1045h,FALSE
11459,129318,2015,1,I2988,910,PV I2988; PT 910h,FALSE
20919,129733,2015,1,I2989,838,PV I2989; PT 0838h,FALSE
12018,130354,2015,1,I2991,1003,PV I2991; PT 1003h,FALSE
21473,130589,2015,1,I2992,851,PV I2992; PT 851,FALSE
21690,129639,2015,1,I2993,910,NOT handling death; euthanized;PV I2993; PT 910h,FALSE
12137,130150,2015,1,I2995,1114,PV I2995; PT 1114h,FALSE
21516,129208,2015,1,I2997,1110,PV I2997; PT 1110h,FALSE
21514,129455,2015,1,I2998,929,PV I2998; PT 929h,FALSE
21446,129287,2015,1,I2999,900,PV I2999; PT 900h; TRAPPED FOR BRAIN EXTRACTION,FALSE
13427,129541,2015,1,I3050,848,PV I3050; PT 848h,FALSE
12210,129688,2015,1,I3052,940,PV I3052; PT 0940h,FALSE
21553,129297,2015,1,I3054,1100,Captured for euthanasia. PV I3054 PT 11:00,FALSE
11678,128971,2015,1,I3057,1006,PV I3057; PT 1006h,FALSE
22029,132507,2016,1,I3058,1240,PV I3058; PT 1240h,FALSE
